pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
The Hill/Emerson,2022/07/07,2022/07/10,20000,RV,41,44,,2022,nevada,,48.81,48.04,0.79,0
Nevada Independent,2022/04/01,2022/04/09,7480,RV,35,43,,2022,nevada,,48.81,48.04,0.79,0
Reno Gazette-Journal/Suffolk,2022/04/02,2022/04/06,5000,LV,43,40,,2022,nevada,,48.81,48.04,0.79,0
Nevada Independent,2022/01/19,2022/01/26,7550,RV,35,44,,2022,nevada,,48.81,48.04,0.79,0
Trafalgar Group (R),2021/11/24,2021/11/29,10340,LV,44,41,,2022,nevada,,48.81,48.04,0.79,0
Nevada Independent,2021/09/15,2021/09/22,6000,LV,41,46,,2022,nevada,,48.81,48.04,0.79,0
USA Today/Suffolk*,2022/10/04,2022/10/07,5000,LV,44,46,1,2022,nevada,,48.81,48.04,0.79,0
Trafalgar Group (R)*,2022/09/17,2022/09/20,10860,LV,47,43,2,2022,nevada,,48.81,48.04,0.79,0
Fabrizio/Anzalone,2022/08/16,2022/08/24,13320,LV,40,44,1,2022,nevada,,48.81,48.04,0.79,0
Trafalgar Group (R)*,2022/08/15,2022/08/18,10820,LV,47,44,2,2022,nevada,,48.81,48.04,0.79,0
Reno Gazette-Journal/Suffolk,2022/08/14,2022/08/17,5000,RV,38,45,0,2022,nevada,,48.81,48.04,0.79,0
UNH*,2022/11/02,2022/11/06,20770,LV,48,50,,2022,new-hampshire,,53.54,44.39,2,0
AmGreatness/InsiderAdvantage,2022/11/05,2022/11/05,7000,LV,48,49,,2022,new-hampshire,,53.54,44.39,2,0
Data for Progress (D)**,2022/11/02,2022/11/05,19950,LV,47,50,,2022,new-hampshire,,53.54,44.39,2,0
Daily Wire/Trafalgar*,2022/10/30,2022/11/01,12410,LV,47,46,,2022,new-hampshire,,53.54,44.39,2,0
Emerson,2022/10/30,2022/11/01,8500,LV,46,50,,2022,new-hampshire,,53.54,44.39,2,0
St. Anselm,2022/10/28,2022/10/29,15410,LV,48,47,,2022,new-hampshire,,53.54,44.39,2,0
AmGreatness/InsiderAdvantage,2022/10/23,2022/10/23,6000,LV,47,48,,2022,new-hampshire,,53.54,44.39,2,0
UMass Lowell*,2022/10/14,2022/10/25,6000,LV,41,51,,2022,new-hampshire,,53.54,44.39,2,0
WHDH-TV/Emerson*,2022/10/18,2022/10/19,7270,LV,45,48,,2022,new-hampshire,,53.54,44.39,2,0
Data for Progress (D)**,2022/10/14,2022/10/19,13920,LV,44,50,,2022,new-hampshire,,53.54,44.39,2,0
Fabrizio/Anzalone,2022/10/02,2022/10/06,5000,LV,45,52,,2022,new-hampshire,,53.54,44.39,2,0
Trafalgar Group (R)*,2022/09/26,2022/09/30,10810,LV,45,48,,2022,new-hampshire,,53.54,44.39,2,0
St. Anselm,2022/09/27,2022/09/28,9010,RV,43,49,,2022,new-hampshire,,53.54,44.39,2,0
Data for Progress (D)**,2022/09/23,2022/09/30,11470,LV,43,50,,2022,new-hampshire,,53.54,44.39,2,0
Boston Globe/Suffolk*,2022/09/23,2022/09/26,5000,LV,41,50,,2022,new-hampshire,,53.54,44.39,2,0
UNH*,2022/09/15,2022/09/19,8700,LV,41,49,,2022,new-hampshire,,53.54,44.39,2,0
WHDH-TV/Emerson,2022/09/14,2022/09/15,8000,LV,40,51,,2022,new-hampshire,,53.54,44.39,2,0
UNH,2022/04/14,2022/04/18,8680,LV,46,47,,2022,new-hampshire,,53.54,44.39,2,0
St. Anselm,2022/03/23,2022/03/24,12650,RV,39,44,,2022,new-hampshire,,53.54,44.39,2,0
St. Anselm,2022/01/11,2022/01/12,12150,RV,36,43,,2022,new-hampshire,,53.54,44.39,2,0
Trafalgar Group (R),2021/12/10,2021/12/12,10410,LV,40,46,,2022,new-hampshire,,53.54,44.39,2,0
UNH,2021/10/14,2021/10/18,9790,LV,42,47,,2022,new-hampshire,,53.54,44.39,2,0
UNH,2021/07/15,2021/07/19,15400,LV,41,51,,2022,new-hampshire,,53.54,44.39,2,0
The Hill/Emerson,2022/10/28,2022/10/31,10000,LV,39,57,,2022,new-york,,56.78,42.76,0.46,0
Trafalgar Group (R)*,2022/10/27,2022/10/31,11980,LV,40,51,,2022,new-york,,56.78,42.76,0.46,0
Data for Progress (D)**,2022/10/26,2022/10/28,8180,LV,39,56,,2022,new-york,,56.78,42.76,0.46,0
The Hill/Emerson,2022/10/20,2022/10/24,10000,LV,40,53,,2022,new-york,,56.78,42.76,0.46,0
WNYT-TV/SurveyUSA,2022/10/14,2022/10/18,7020,LV,38,52,,2022,new-york,,56.78,42.76,0.46,0
Quinnipiac,2022/10/12,2022/10/16,16170,LV,42,54,,2022,new-york,,56.78,42.76,0.46,0
Marist,2022/10/03,2022/10/06,9000,LV,39,52,,2022,new-york,,56.78,42.76,0.46,0
Siena,2022/09/16,2022/09/25,6550,LV,36,55,,2022,new-york,,56.78,42.76,0.46,0
Emerson,2022/07/26,2022/07/28,10000,RV,31,53,,2022,new-york,,56.78,42.76,0.46,0
Siena,2022/07/24,2022/07/28,8060,LV,35,56,,2022,new-york,,56.78,42.76,0.46,0
Trafalgar Group (R),2022/11/04,2022/11/06,10980,LV,51,45,,2022,north-carolina,,47.27,50.5,1.37,1
Data for Progress (D)**,2022/11/02,2022/11/06,13220,LV,51,45,,2022,north-carolina,,47.27,50.5,1.37,1
East Carolina U.,2022/11/01,2022/11/03,11830,LV,52,46,,2022,north-carolina,,47.27,50.5,1.37,1
Remington Research (R)*,2022/11/01,2022/11/02,11400,LV,50,43,,2022,north-carolina,,47.27,50.5,1.37,1
The Hill/Emerson,2022/10/27,2022/10/29,10000,LV,51,46,,2022,north-carolina,,47.27,50.5,1.37,1
Civitas/Cygnal*,2022/10/20,2022/10/22,6000,LV,47,43,,2022,north-carolina,,47.27,50.5,1.37,1
Marist,2022/10/17,2022/10/20,8990,LV,49,45,,2022,north-carolina,,47.27,50.5,1.37,1
Trafalgar Group (R)*,2022/10/16,2022/10/19,10810,LV,48,44,,2022,north-carolina,,47.27,50.5,1.37,1
East Carolina U.,2022/10/10,2022/10/13,9020,LV,50,44,,2022,north-carolina,,47.27,50.5,1.37,1
WRAL-TV/SurveyUSA*,2022/09/28,2022/10/02,6770,LV,43,42,,2022,north-carolina,,47.27,50.5,1.37,1
Civitas/Cygnal*,2022/09/24,2022/09/26,6500,LV,44,44,,2022,north-carolina,,47.27,50.5,1.37,1
The Hill/Emerson,2022/09/15,2022/09/16,10000,LV,46,43,,2022,north-carolina,,47.27,50.5,1.37,1
East Carolina U.,2022/09/07,2022/09/10,10200,LV,49,46,,2022,north-carolina,,47.27,50.5,1.37,1
Trafalgar Group (R)*,2022/09/01,2022/09/04,10790,LV,47,44,,2022,north-carolina,,47.27,50.5,1.37,1
PPP (D)**,2022/08/29,2022/08/30,6010,RV,41,42,,2022,north-carolina,,47.27,50.5,1.37,1
Civitas/Cygnal*,2022/08/13,2022/08/15,6150,LV,42,42,,2022,north-carolina,,47.27,50.5,1.37,1
Trafalgar Group (R)*,2022/06/29,2022/07/01,10680,LV,48,45,,2022,north-carolina,,47.27,50.5,1.37,1
Civitas/Cygnal (R)*,2022/06/17,2022/06/19,6000,LV,45,40,,2022,north-carolina,,47.27,50.5,1.37,1
WRAL-TV/SurveyUSA*,2022/06/08,2022/06/12,6500,LV,40,44,,2022,north-carolina,,47.27,50.5,1.37,1
Civitas/Cygnal*,2022/05/21,2022/05/22,6000,LV,44,42,,2022,north-carolina,,47.27,50.5,1.37,1
East Carolina U.,2022/05/19,2022/05/20,6350,RV,47,39,,2022,north-carolina,,47.27,50.5,1.37,1
The Hill/Emerson,2022/05/07,2022/05/09,10000,RV,48,41,,2022,north-carolina,,47.27,50.5,1.37,1
The Hill/Emerson,2022/04/02,2022/04/04,10470,RV,50,43,,2022,north-carolina,,47.27,50.5,1.37,1
Trafalgar Group (R),2022/11/03,2022/11/05,11230,LV,54,44,,2022,ohio,,46.92,53.03,0.04,1
Data for Progress (D)**,2022/11/02,2022/11/05,14130,LV,55,45,,2022,ohio,,46.92,53.03,0.04,1
Cygnal (Tracking),2022/11/01,2022/11/03,14980,LV,49,43,,2022,ohio,,46.92,53.03,0.04,1
Remington Research (R)*,2022/11/01,2022/11/02,11250,LV,48,43,,2022,ohio,,46.92,53.03,0.04,1
Emerson,2022/10/30,2022/11/01,10000,LV,53,44,,2022,ohio,,46.92,53.03,0.04,1
Marist,2022/10/17,2022/10/20,9420,LV,47,47,,2022,ohio,,46.92,53.03,0.04,1
Spectrum News/Siena,2022/10/14,2022/10/19,6440,LV,46,46,,2022,ohio,,46.92,53.03,0.04,1
USA Today/Suffolk,2022/10/11,2022/10/15,5000,LV,47,45,,2022,ohio,,46.92,53.03,0.04,1
Trafalgar Group (R),2022/10/10,2022/10/12,10810,LV,47,44,,2022,ohio,,46.92,53.03,0.04,1
Data for Progress (D)**,2022/10/07,2022/10/12,10160,LV,49,46,,2022,ohio,,46.92,53.03,0.04,1
AmGreatness/Cygnal,2022/10/06,2022/10/08,6400,LV,46,44,,2022,ohio,,46.92,53.03,0.04,1
The Hill/Emerson,2022/10/06,2022/10/07,10000,LV,46,45,,2022,ohio,,46.92,53.03,0.04,1
Spectrum News/Siena,2022/09/18,2022/09/22,6420,LV,43,46,,2022,ohio,,46.92,53.03,0.04,1
Marist,2022/09/12,2022/09/15,10090,LV,48,47,,2022,ohio,,46.92,53.03,0.04,1
The Hill/Emerson,2022/09/12,2022/09/13,10000,LV,44,40,,2022,ohio,,46.92,53.03,0.04,1
Cincinnati Enquirer/Suffolk,2022/09/05,2022/09/07,5000,LV,46,47,,2022,ohio,,46.92,53.03,0.04,1
Trafalgar Group (R),2022/08/16,2022/08/19,10870,LV,50,45,,2022,ohio,,46.92,53.03,0.04,1
Emerson,2022/08/15,2022/08/16,9250,LV,45,42,,2022,ohio,,46.92,53.03,0.04,1
Columbus Dispatch/Suffolk,2022/05/22,2022/05/24,5000,LV,42,39,,2022,ohio,,46.92,53.03,0.04,1
KOCO-TV*,2022/10/26,2022/10/28,5010,LV,52,38,,2022,oklahoma,1,,,,
Emerson,2022/10/25,2022/10/28,10000,LV,62,34,,2022,oklahoma,1,,,,
KOCO-TV*,2022/10/13,2022/10/15,5000,LV,52,36,,2022,oklahoma,1,,,,
Sooner Poll*,2022/10/03,2022/10/06,3010,LV,52,40,,2022,oklahoma,1,,,,
Sooner Poll*,2022/09/02,2022/09/07,4020,LV,52,35,,2022,oklahoma,1,,,,
Data for Progress (D)**,2022/11/01,2022/11/06,13930,LV,42,56,,2022,oregon,,55.83,40.92,1.91,0
Emerson*,2022/10/31,2022/11/01,9750,LV,34,51,,2022,oregon,,55.83,40.92,1.91,0
Data for Progress (D)**,2022/10/16,2022/10/18,10210,LV,40,51,,2022,oregon,,55.83,40.92,1.91,0
Emerson,2022/09/30,2022/10/01,7960,LV,32,51,,2022,oregon,,55.83,40.92,1.91,0
FOX 29/InsiderAdvantage*,2022/11/03,2022/11/03,7500,LV,48,46,,2022,pennsylvania,,51.17,46.27,1.36,0
Trafalgar Group (R)*,2022/11/01,2022/11/03,10970,LV,48,46,,2022,pennsylvania,,51.17,46.27,1.36,0
Remington Research (R)*,2022/11/01,2022/11/02,11800,LV,47,44,,2022,pennsylvania,,51.17,46.27,1.36,0
Marist,2022/10/31,2022/11/02,10210,LV,45,51,,2022,pennsylvania,,51.17,46.27,1.36,0
Susquehanna,2022/10/28,2022/11/01,7000,LV,48,47,,2022,pennsylvania,,51.17,46.27,1.36,0
The Hill/Emerson,2022/10/28,2022/10/31,10000,LV,48,47,,2022,pennsylvania,,51.17,46.27,1.36,0
USA Today/Suffolk*,2022/10/27,2022/10/30,5000,LV,45,47,,2022,pennsylvania,,51.17,46.27,1.36,0
FOX News,2022/10/26,2022/10/30,,LV,43,47,,2022,pennsylvania,,51.17,46.27,1.36,0
InsiderAdvantage*,2022/10/26,2022/10/26,7500,LV,48,45,,2022,pennsylvania,,51.17,46.27,1.36,0
Morning Call,2022/10/24,2022/10/28,4600,LV,47,47,,2022,pennsylvania,,51.17,46.27,1.36,0
NY Times/Siena*,2022/10/24,2022/10/26,6200,LV,44,49,,2022,pennsylvania,,51.17,46.27,1.36,0
CBS News/YouGov,2022/10/21,2022/10/24,10840,LV,49,51,,2022,pennsylvania,,51.17,46.27,1.36,0
Rasmussen Reports,2022/10/19,2022/10/20,9720,LV,43,45,,2022,pennsylvania,,51.17,46.27,1.36,0
FOX 29/InsiderAdvantage*,2022/10/19,2022/10/19,5500,LV,46,46,,2022,pennsylvania,,51.17,46.27,1.36,0
Franklin \u0026amp; Marshall**,2022/10/14,2022/10/23,3840,LV,45,49,,2022,pennsylvania,,51.17,46.27,1.36,0
CNN,2022/10/13,2022/10/17,7030,LV,46,51,,2022,pennsylvania,,51.17,46.27,1.36,0
Daily Wire/Trafalgar*,2022/10/08,2022/10/11,10780,LV,45,47,,2022,pennsylvania,,51.17,46.27,1.36,0
Fabrizio/Anzalone,2022/10/04,2022/10/12,14000,LV,46,48,,2022,pennsylvania,,51.17,46.27,1.36,0
USA Today/Suffolk*,2022/09/27,2022/09/30,5000,LV,40,46,,2022,pennsylvania,,51.17,46.27,1.36,0
The Hill/Emerson,2022/09/23,2022/09/26,10000,LV,43,45,,2022,pennsylvania,,51.17,46.27,1.36,0
FOX News,2022/09/22,2022/09/26,,LV,44,48,,2022,pennsylvania,,51.17,46.27,1.36,0
WTXF-TV/InsiderAdvantage*,2022/09/23,2022/09/24,5500,LV,42,45,,2022,pennsylvania,,51.17,46.27,1.36,0
Marist,2022/09/19,2022/09/22,10430,LV,44,51,,2022,pennsylvania,,51.17,46.27,1.36,0
Franklin \u0026amp; Marshall**,2022/09/09,2022/09/25,,LV,43,47,,2022,pennsylvania,,51.17,46.27,1.36,0
Morning Call,2022/09/13,2022/09/16,4200,LV,44,49,,2022,pennsylvania,,51.17,46.27,1.36,0
Trafalgar Group (R)*,2022/09/13,2022/09/15,10780,LV,46,48,,2022,pennsylvania,,51.17,46.27,1.36,0
CBS News/YouGov,2022/09/06,2022/09/12,11880,LV,47,52,,2022,pennsylvania,,51.17,46.27,1.36,0
Susquehanna,2022/08/20,2022/08/28,7180,LV,44,49,,2022,pennsylvania,,51.17,46.27,1.36,0
Emerson,2022/08/22,2022/08/23,10340,LV,44,48,,2022,pennsylvania,,51.17,46.27,1.36,0
Franklin \u0026amp; Marshall**,2022/08/15,2022/08/21,5220,RV,30,43,,2022,pennsylvania,,51.17,46.27,1.36,0
Trafalgar Group (R)*,2022/08/15,2022/08/18,10960,LV,44,48,,2022,pennsylvania,,51.17,46.27,1.36,0
FOX News*,2022/07/22,2022/07/26,9080,RV,36,47,,2022,pennsylvania,,51.17,46.27,1.36,0
Fabrizio/Anzalone,2022/06/12,2022/06/19,13820,LV,44,50,,2022,pennsylvania,,51.17,46.27,1.36,0
USA Today/Suffolk*,2022/06/10,2022/06/13,5000,LV,37,46,,2022,pennsylvania,,51.17,46.27,1.36,0
South Dakota St.,2022/09/28,2022/10/10,5650,LV,53,28,,2022,south-dakota,,26.15,69.63,4.22,1
Emerson*,2022/10/25,2022/10/28,8250,LV,50,,40,2022,utah,,0,53.15,42.74,1
OH Predictive Insights*,2022/10/25,2022/10/27,6000,LV,53,,34,2022,utah,,0,53.15,42.74,1
OH Predictive Insights*,2022/10/05,2022/10/06,4830,LV,47,,32,2022,utah,,0,53.15,42.74,1
Deseret News/Hinckley Inst.*,2022/10/03,2022/10/06,7730,LV,42,,37,2022,utah,,0,53.15,42.74,1
Deseret News/Hinckley Inst.*,2022/09/03,2022/09/21,7860,LV,37,,34,2022,utah,,0,53.15,42.74,1
Deseret News/Hinckley Inst.,2022/07/13,2022/07/18,8010,RV,41,,36,2022,utah,,0,53.15,42.74,1
Deseret News/Hinckley Inst.,2022/05/24,2022/06/15,8030,RV,41,,35,2022,utah,,0,53.15,42.74,1
Deseret News/Hinckley Inst.,2022/05/24,2022/06/04,8100,RV,41,,36,2022,utah,,0,53.15,42.74,1
Data for Progress (D)**,2022/10/21,2022/10/26,10390,LV,32,63,,2022,vermont,,68.47,28.03,0.96,0
Trafalgar Group (R),2022/09/03,2022/09/07,10720,LV,43,50,,2022,vermont,,68.47,28.03,0.96,0
AmGreatness/InsiderAdvantage,2022/10/31,2022/10/31,5500,LV,46,48,,2022,washington,,57.15,42.63,0.22,0
Trafalgar Group (R),2022/10/25,2022/10/28,12070,LV,48,49,,2022,washington,,57.15,42.63,0.22,0
KHQ-TV,2022/10/26,2022/10/27,5060,LV,45,51,,2022,washington,,57.15,42.63,0.22,0
KING-TV/SurveyUSA,2022/10/14,2022/10/19,5890,LV,41,49,,2022,washington,,57.15,42.63,0.22,0
Emerson,2022/09/30,2022/10/01,7820,LV,42,51,,2022,washington,,57.15,42.63,0.22,0
PPP (D),2022/09/27,2022/09/28,7700,LV,40,52,,2022,washington,,57.15,42.63,0.22,0
KOMO/Strategies 360,2022/09/23,2022/09/26,3700,LV,40,52,,2022,washington,,57.15,42.63,0.22,0
Trafalgar Group (R),2022/09/21,2022/09/24,10910,LV,47,49,,2022,washington,,57.15,42.63,0.22,0
Elway Poll,2022/09/12,2022/09/15,4030,LV,38,50,,2022,washington,,57.15,42.63,0.22,0
PPP (D),2022/09/06,2022/09/07,6200,RV,39,48,,2022,washington,,57.15,42.63,0.22,0
Trafalgar Group (R),2022/08/30,2022/09/01,10870,LV,46,49,,2022,washington,,57.15,42.63,0.22,0
Elway Poll,2022/07/07,2022/07/11,4000,LV,33,53,,2022,washington,,57.15,42.63,0.22,0
KING-TV/SurveyUSA,2022/07/06,2022/07/10,5960,LV,33,51,,2022,washington,,57.15,42.63,0.22,0
KING-TV/SurveyUSA,2021/10/25,2021/10/28,5420,RV,31,49,,2022,washington,,57.15,42.63,0.22,0
Data for Progress (D)**,2022/11/02,2022/11/05,15040,LV,53,47,,2022,wisconsin,,49.41,50.41,0.18,1
Trafalgar Group (R),2022/11/02,2022/11/04,10950,LV,50,47,,2022,wisconsin,,49.41,50.41,0.18,1
Spectrum News/Siena,2022/10/27,2022/10/31,6550,LV,47,45,,2022,wisconsin,,49.41,50.41,0.18,1
Marquette,2022/10/24,2022/11/01,6790,LV,50,48,,2022,wisconsin,,49.41,50.41,0.18,1
The Hill/Emerson,2022/10/27,2022/10/29,10000,LV,51,46,,2022,wisconsin,,49.41,50.41,0.18,1
FOX News,2022/10/26,2022/10/30,,LV,48,46,,2022,wisconsin,,49.41,50.41,0.18,1
Data for Progress (D)**,2022/10/14,2022/10/22,13760,LV,51,46,,2022,wisconsin,,49.41,50.41,0.18,1
CNN,2022/10/13,2022/10/17,7140,LV,50,49,,2022,wisconsin,,49.41,50.41,0.18,1
Marquette,2022/10/03,2022/10/09,6520,LV,52,46,,2022,wisconsin,,49.41,50.41,0.18,1
CBS News/YouGov,2022/10/03,2022/10/06,11370,LV,50,49,,2022,wisconsin,,49.41,50.41,0.18,1
PPP (D),2022/09/26,2022/09/27,5740,LV,47,47,,2022,wisconsin,,49.41,50.41,0.18,1
FOX News,2022/09/22,2022/09/26,,LV,50,45,,2022,wisconsin,,49.41,50.41,0.18,1
Data for Progress (D)**,2022/09/20,2022/09/22,9990,LV,50,48,,2022,wisconsin,,49.41,50.41,0.18,1
Fabrizio/Anzalone,2022/09/18,2022/09/25,5000,LV,51,46,,2022,wisconsin,,49.41,50.41,0.18,1
Trafalgar Group (R),2022/09/15,2022/09/19,10870,LV,49,47,,2022,wisconsin,,49.41,50.41,0.18,1
Emerson,2022/09/16,2022/09/18,8600,LV,48,44,,2022,wisconsin,,49.41,50.41,0.18,1
Spectrum News/Siena,2022/09/14,2022/09/15,6510,LV,47,48,,2022,wisconsin,,49.41,50.41,0.18,1
Marquette,2022/09/06,2022/09/11,6320,LV,49,48,,2022,wisconsin,,49.41,50.41,0.18,1
Trafalgar Group (R),2022/08/22,2022/08/25,10910,LV,47,49,,2022,wisconsin,,49.41,50.41,0.18,1
FOX News,2022/08/12,2022/08/16,10060,RV,46,50,,2022,wisconsin,,49.41,50.41,0.18,1
Marquette,2022/08/10,2022/08/15,8110,RV,44,51,,2022,wisconsin,,49.41,50.41,0.18,1
Marquette,2022/06/14,2022/06/20,8030,RV,44,46,,2022,wisconsin,,49.41,50.41,0.18,1
Atlas Intel,2024/11/03,2024/11/04,8750,LV,48,48,,2024,arizona,,50.06,47.65,2.27,0
Trafalgar Group (R),2024/11/01,2024/11/03,10900,LV,49,49,,2024,arizona,,50.06,47.65,2.27,0
InsiderAdvantage,2024/11/01,2024/11/02,8000,LV,47,49,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/10/30,2024/10/02,9000,LV,45,50,,2024,arizona,,50.06,47.65,2.27,0
NY Times/Siena,2024/10/25,2024/11/02,10250,LV,45,50,,2024,arizona,,50.06,47.65,2.27,0
Data Orbital,2024/10/26,2024/10/28,5500,LV,45,45,,2024,arizona,,50.06,47.65,2.27,0
Data for Progress (D)**,2024/10/25,2024/10/30,10790,LV,45,50,,2024,arizona,,50.06,47.65,2.27,0
Rasmussen Reports,2024/10/25,2024/10/29,8030,LV,44,48,,2024,arizona,,50.06,47.65,2.27,0
Atlas Intel,2024/10/30,2024/10/31,10050,LV,49,48,,2024,arizona,,50.06,47.65,2.27,0
Atlas Intel,2024/10/25,2024/10/29,14580,LV,48,48,,2024,arizona,,50.06,47.65,2.27,0
Morning Consult,2024/10/20,2024/10/29,,LV,42,50,,2024,arizona,,50.06,47.65,2.27,0
Trafalgar Group (R),2024/10/24,2024/10/26,10940,LV,46,50,,2024,arizona,,50.06,47.65,2.27,0
CNN*,2024/10/21,2024/10/26,7810,LV,43,51,,2024,arizona,,50.06,47.65,2.27,0
InsiderAdvantage,2024/10/19,2024/10/20,8000,LV,46,50,,2024,arizona,,50.06,47.65,2.27,0
Marist,2024/10/17,2024/10/22,11930,LV,45,53,,2024,arizona,,50.06,47.65,2.27,0
Atlas Intel,2024/10/12,2024/10/17,14110,LV,46,50,,2024,arizona,,50.06,47.65,2.27,0
CBS News,2024/10/11,2024/10/16,14030,LV,45,54,,2024,arizona,,50.06,47.65,2.27,0
Trafalgar Group (R),2024/10/10,2024/10/13,10900,LV,44,48,,2024,arizona,,50.06,47.65,2.27,0
NY Times/Siena,2024/10/07,2024/10/10,8080,LV,41,48,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/10/05,2024/10/08,10000,LV,43,50,,2024,arizona,,50.06,47.65,2.27,0
InsiderAdvantage,2024/09/29,2024/09/30,8000,LV,43,50,,2024,arizona,,50.06,47.65,2.27,0
Fabrizio/Anzalone,2024/09/24,2024/10/01,6000,LV,44,51,,2024,arizona,,50.06,47.65,2.27,0
Emerson,2024/09/27,2024/09/28,9200,LV,41,52,,2024,arizona,,50.06,47.65,2.27,0
KPHO-TV/HighGround,2024/09/26,2024/09/29,5000,LV,41,51,,2024,arizona,,50.06,47.65,2.27,0
USA Today/Suffolk*,2024/09/21,2024/09/24,5000,LV,41,47,,2024,arizona,,50.06,47.65,2.27,0
Atlas Intel,2024/09/20,2024/09/25,9460,LV,46,50,,2024,arizona,,50.06,47.65,2.27,0
Cook Political Report,2024/09/19,2024/09/25,4090,LV,41,54,,2024,arizona,,50.06,47.65,2.27,0
FOX News,2024/09/20,2024/09/24,7640,LV,42,55,,2024,arizona,,50.06,47.65,2.27,0
Marist,2024/09/19,2024/09/24,12640,LV,44,54,,2024,arizona,,50.06,47.65,2.27,0
Rasmussen Reports,2024/09/19,2024/09/22,10710,LV,45,47,,2024,arizona,,50.06,47.65,2.27,0
NY Times/Siena,2024/09/17,2024/09/21,20770,LV,43,49,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/09/15,2024/09/18,8680,LV,42,48,,2024,arizona,,50.06,47.65,2.27,0
Trafalgar Group (R),2024/09/11,2024/09/12,10880,LV,43,47,,2024,arizona,,50.06,47.65,2.27,0
InsiderAdvantage,2024/08/29,2024/08/30,8000,LV,45,49,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/08/25,2024/08/28,7200,LV,42,49,,2024,arizona,,50.06,47.65,2.27,0
CNN,2024/08/23,2024/08/29,6820,LV,44,47,,2024,arizona,,50.06,47.65,2.27,0
FOX News,2024/08/23,2024/08/26,10140,RV,41,56,,2024,arizona,,50.06,47.65,2.27,0
Rasmussen Reports,2024/08/13,2024/08/17,11870,LV,40,48,,2024,arizona,,50.06,47.65,2.27,0
Noble Predictive Insights,2024/08/12,2024/08/16,10030,RV,40,47,,2024,arizona,,50.06,47.65,2.27,0
NY Times/Siena,2024/08/08,2024/08/15,6770,LV,42,51,,2024,arizona,,50.06,47.65,2.27,0
Cook Political Report,2024/07/26,2024/08/02,4350,LV,42,51,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/07/22,2024/07/23,8000,RV,42,46,,2024,arizona,,50.06,47.65,2.27,0
Rasmussen Reports,2024/07/05,2024/07/12,11010,LV,41,44,,2024,arizona,,50.06,47.65,2.27,0
PPP (D),2024/07/10,2024/07/11,5960,RV,47,50,,2024,arizona,,50.06,47.65,2.27,0
The Times/SAY,2024/07/04,2024/07/12,9000,RV,41,48,,2024,arizona,,50.06,47.65,2.27,0
Remington Research (R),2024/06/29,2024/07/01,,RV,47,47,,2024,arizona,,50.06,47.65,2.27,0
AmGreatness/NSOR*,2024/06/17,2024/06/20,6000,LV,38,39,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/06/13,2024/06/18,10000,RV,41,45,,2024,arizona,,50.06,47.65,2.27,0
Rasmussen Reports,2024/06/11,2024/06/13,7500,LV,41,44,,2024,arizona,,50.06,47.65,2.27,0
Fabrizio/Anzalone,2024/05/28,2024/06/04,6000,LV,45,48,,2024,arizona,,50.06,47.65,2.27,0
CBS News,2024/05/10,2024/05/16,11930,LV,36,49,,2024,arizona,,50.06,47.65,2.27,0
Noble Predictive Insights,2024/05/07,2024/05/14,10030,RV,36,46,,2024,arizona,,50.06,47.65,2.27,0
Cook Political Report,2024/05/06,2024/05/13,5270,LV,41,46,,2024,arizona,,50.06,47.65,2.27,0
NY Times/Siena,2024/04/28,2024/05/09,6260,LV,43,46,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/04/25,2024/04/29,10000,RV,43,45,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/03/12,2024/03/15,10000,RV,49,51,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/02/16,2024/02/19,10000,RV,39,46,,2024,arizona,,50.06,47.65,2.27,0
Noble Predictive Insights,2024/02/06,2024/02/13,10020,RV,37,47,,2024,arizona,,50.06,47.65,2.27,0
Noble Predictive Insights,2023/07/13,2023/07/17,10000,RV,35,45,,2024,arizona,,50.06,47.65,2.27,0
OH Predictive Insights,2023/01/31,2023/02/09,10000,RV,33,43,,2024,arizona,,50.06,47.65,2.27,0
The Hill/Emerson,2024/10/12,2024/10/14,10000,LV,33,56,,2024,california,,58.75,41.25,0,0
LA Times/Berkeley IGS,2024/09/25,2024/10/01,30450,LV,36,53,,2024,california,,58.75,41.25,0,0
The Hill/Emerson,2024/09/03,2024/09/05,8150,LV,33,55,,2024,california,,58.75,41.25,0,0
PPIC,2024/08/29,2024/09/09,10710,LV,35,63,,2024,california,,58.75,41.25,0,0
LA Times/Berkeley IGS,2024/07/31,2024/08/11,37650,LV,33,53,,2024,california,,58.75,41.25,0,0
PPIC,2024/06/24,2024/07/02,12610,LV,33,64,,2024,california,,58.75,41.25,0,0
PPIC,2024/05/23,2024/06/02,10980,LV,37,62,,2024,california,,58.75,41.25,0,0
